year,country,state,month,number,date
2005,Brazil,Santa Catarina,Sep,116,1/1/2005
2016,Brazil,Mato Grosso,Apr,177,1/1/2016
2017,Brazil,Santa Catarina,Apr,26,1/1/2017
2004,Brazil,Roraima,May,2,1/1/2004
2011,Brazil,Ceara,May,0,1/1/2011
2011,Brazil,Paraiba,Jun,162,1/1/2011
2009,Brazil,Acre,Oct,565,1/1/2009
2017,Brazil,Mato Grosso,Mar,170,1/1/2017
1999,Brazil,Sao Paulo,May,500,1/1/1999
2005,Brazil,Tocantins,May,236,1/1/2005
2003,Brazil,Roraima,May,0,1/1/2003
2003,Brazil,Distrito Federal,Feb,1,1/1/2003
2001,Brazil,Acre,Nov,1,1/1/2001
2007,Brazil,Maranhao,Feb,13,1/1/2007
2012,Brazil,Distrito Federal,Apr,4,1/1/2012
2012,Brazil,Minas Gerais,Mar,152,1/1/2012
2006,Brazil,Distrito Federal,Sep,20,1/1/2006
1998,Brazil,Amazonas,Aug,321,1/1/1998
2015,Brazil,Rondonia,Feb,22,1/1/2015
2003,Brazil,Minas Gerais,Dez,225,1/1/2003
2014,Brazil,Pernambuco,Mar,36,1/1/2014
2000,Brazil,Rondonia,May,13,1/1/2000
2011,Brazil,Paraiba,Dez,78,1/1/2011
2006,Brazil,Sergipe,May,0,1/1/2006
1998,Brazil,Espirito Santo,Oct,20,1/1/1998
2004,Brazil,Mato Grosso,Sep,24994,1/1/2004
2002,Brazil,Rio,Nov,117,1/1/2002
2009,Brazil,Maranhao,Feb,20,1/1/2009
2011,Brazil,Rio,Jun,33,1/1/2011
2010,Brazil,Amazonas,Nov,354,1/1/2010
2012,Brazil,Rio,May,14,1/1/2012
2005,Brazil,Mato Grosso,Oct,7765,1/1/2005
2003,Brazil,Maranhao,Jul,1103,1/1/2003
1999,Brazil,Santa Catarina,Feb,2,1/1/1999
2000,Brazil,Distrito Federal,Oct,18,1/1/2000
2013,Brazil,Amazonas,Mar,49,1/1/2013
2017,Brazil,Rondonia,Jan,44,1/1/2017
2005,Brazil,Roraima,May,1,1/1/2005
2004,Brazil,Rio,Feb,52,1/1/2004
2012,Brazil,Espirito Santo,Sep,48,1/1/2012
2005,Brazil,Paraiba,Nov,597,1/1/2005
2008,Brazil,Mato Grosso,Aug,456,1/1/2008
2015,Brazil,Roraima,Nov,280,1/1/2015
2014,Brazil,Para,Nov,7767,1/1/2014
2007,Brazil,Paraiba,Jun,57,1/1/2007
2002,Brazil,Santa Catarina,Oct,42,1/1/2002
2013,Brazil,Ceara,Apr,4,1/1/2013
2008,Brazil,Rio,Mar,2,1/1/2008
2008,Brazil,Tocantins,May,81,1/1/2008
2010,Brazil,Alagoas,Oct,16,1/1/2010
2000,Brazil,Rio,Oct,10,1/1/2000
2015,Brazil,Espirito Santo,Mar,25,1/1/2015
2000,Brazil,Mato Grosso,Dez,98,1/1/2000
1999,Brazil,Goias,Mar,1,1/1/1999
2005,Brazil,Distrito Federal,Dez,0,1/1/2005
2017,Brazil,Para,Oct,7628,1/1/2017
2010,Brazil,Minas Gerais,Oct,2048,1/1/2010
2005,Brazil,Sergipe,Apr,8,1/1/2005
2000,Brazil,Bahia,Sep,2285,1/1/2000
2008,Brazil,Bahia,Aug,611,1/1/2008
1998,Brazil,Sao Paulo,May,0,1/1/1998
2003,Brazil,Mato Grosso,Oct,541,1/1/2003
2011,Brazil,Sao Paulo,Aug,1067,1/1/2011
2010,Brazil,Santa Catarina,Sep,198,1/1/2010
2014,Brazil,Mato Grosso,Nov,1018,1/1/2014
2013,Brazil,Santa Catarina,Sep,303,1/1/2013
2005,Brazil,Santa Catarina,Aug,391,1/1/2005
2000,Brazil,Santa Catarina,May,0,1/1/2000
2005,Brazil,Alagoas,Jun,0,1/1/2005
2010,Brazil,Maranhao,Sep,9795,1/1/2010
2001,Brazil,Tocantins,Oct,684,1/1/2001
2011,Brazil,Santa Catarina,Aug,175,1/1/2011
2017,Brazil,Goias,May,135,1/1/2017
2007,Brazil,Sergipe,Apr,1,1/1/2007
2015,Brazil,Sao Paulo,Aug,643,1/1/2015
2014,Brazil,Rondonia,Nov,202,1/1/2014
2004,Brazil,Bahia,Jan,158,1/1/2004
2008,Brazil,Paraiba,Feb,20,1/1/2008
2005,Brazil,Ceara,Apr,4,1/1/2005
2006,Brazil,Tocantins,Jul,430,1/1/2006
2011,Brazil,Mato Grosso,Nov,445,1/1/2011
2011,Brazil,Minas Gerais,Jan,,1/1/2011
2008,Brazil,Pernambuco,Oct,274,1/1/2008
2001,Brazil,Distrito Federal,Jul,22,1/1/2001
1999,Brazil,Distrito Federal,Sep,12,1/1/1999
2011,Brazil,Maranhao,Jul,1024,1/1/2011
2016,Brazil,Maranhao,Oct,5351,1/1/2016
2005,Brazil,Minas Gerais,Jul,467,1/1/2005
2011,Brazil,Bahia,Oct,2166,1/1/2011
2004,Brazil,Mato Grosso,Sep,2511,1/1/2004
2001,Brazil,Amazonas,Oct,332,1/1/2001
1998,Brazil,Acre,Jan,0,1/1/1998
2017,Brazil,Santa Catarina,Oct,51,1/1/2017
2012,Brazil,Pernambuco,May,36,1/1/2012
2012,Brazil,Rio,Oct,91,1/1/2012
2013,Brazil,Paraiba,Apr,72,1/1/2013
2010,Brazil,Tocantins,May,580,1/1/2010
1998,Brazil,Pernambuco,Mar,0,1/1/1998
1999,Brazil,Tocantins,Dez,16,1/1/1999
2011,Brazil,Goias,Aug,1613,1/1/2011
2005,Brazil,Rio,Aug,120,1/1/2005
1999,Brazil,Minas Gerais,Jul,318,1/1/1999
2007,Brazil,Rio,Sep,223,1/1/2007
2009,Brazil,Rio,Jan,110,1/1/2009
2011,Brazil,Santa Catarina,Nov,79,1/1/2011
2004,Brazil,Mato Grosso,May,25,1/1/2004
2009,Brazil,Distrito Federal,Jun,4,1/1/2009
2015,Brazil,Pernambuco,Nov,315,1/1/2015
2016,Brazil,Mato Grosso,Jun,1417,1/1/2016
2003,Brazil,Paraiba,Oct,1228,1/1/2003
2000,Brazil,Goias,Jan,10,1/1/2000
2014,Brazil,Paraiba,Apr,38,1/1/2014
2002,Brazil,Roraima,Mar,820,1/1/2002
2001,Brazil,Alagoas,Nov,22,1/1/2001
2007,Brazil,Paraiba,Jul,60,1/1/2007
1999,Brazil,Sergipe,Aug,0,1/1/1999
2012,Brazil,Paraiba,Apr,38,1/1/2012
2017,Brazil,Tocantins,Jul,2397,1/1/2017
2003,Brazil,Paraiba,May,0,1/1/2003
1998,Brazil,Sao Paulo,Aug,581,1/1/1998
1999,Brazil,Amazonas,May,0,1/1/1999
2006,Brazil,Sao Paulo,Jan,76,1/1/2006
2005,Brazil,Rio,Oct,83,1/1/2005
2016,Brazil,Paraiba,May,1,1/1/2016
2009,Brazil,Pernambuco,Feb,28,1/1/2009
2004,Brazil,Amazonas,Nov,209,1/1/2004
1999,Brazil,Pernambuco,Jun,7,1/1/1999
1999,Brazil,Paraiba,Mar,1,1/1/1999
1998,Brazil,Ceara,Nov,575,1/1/1998
2008,Brazil,Mato Grosso,Nov,190,1/1/2008
2011,Brazil,Alagoas,Jul,0,1/1/2011
2009,Brazil,Espirito Santo,Nov,18,1/1/2009
2003,Brazil,Tocantins,Jul,762,1/1/2003
2003,Brazil,Bahia,Jul,261,1/1/2003
2002,Brazil,Amapa,May,3,1/1/2002
2001,Brazil,Amapa,Oct,194,1/1/2001
1998,Brazil,Santa Catarina,Apr,0,1/1/1998
2002,Brazil,Rondonia,Feb,8,1/1/2002
2004,Brazil,Sergipe,Jan,16,1/1/2004
2011,Brazil,Pernambuco,Apr,22,1/1/2011
2007,Brazil,Paraiba,Oct,111,1/1/2007
2002,Brazil,Amapa,Dez,200,1/1/2002
2014,Brazil,Rio,Mar,6,1/1/2014
2015,Brazil,Minas Gerais,Dez,295,1/1/2015
2016,Brazil,Acre,May,21,1/1/2016
2011,Brazil,Maranhao,Dez,1629,1/1/2011
2000,Brazil,Sao Paulo,Oct,647,1/1/2000
2005,Brazil,Minas Gerais,Jan,28,1/1/2005
2000,Brazil,Paraiba,Nov,65,1/1/2000
2009,Brazil,Bahia,Jul,321,1/1/2009
2013,Brazil,Amapa,Aug,9,1/1/2013
2012,Brazil,Bahia,Mar,404,1/1/2012
1998,Brazil,Maranhao,May,0,1/1/1998
2005,Brazil,Pernambuco,Oct,408,1/1/2005
2009,Brazil,Piau,Feb,19,1/1/2009
2016,Brazil,Santa Catarina,Nov,156,1/1/2016
2003,Brazil,Rio,Mar,27,1/1/2003
1998,Brazil,Minas Gerais,Sep,1981,1/1/1998
2011,Brazil,Amazonas,Oct,694,1/1/2011
2000,Brazil,Paraiba,Mar,5,1/1/2000
2004,Brazil,Minas Gerais,Jul,625,1/1/2004
2009,Brazil,Rio,Jun,0,1/1/2009
2005,Brazil,Bahia,Apr,76,1/1/2005
1999,Brazil,Rio,Sep,19,1/1/1999
2013,Brazil,Rio,Feb,12,1/1/2013
1998,Brazil,Distrito Federal,May,0,1/1/1998
2009,Brazil,Distrito Federal,Mar,0,1/1/2009
2015,Brazil,Amapa,Sep,192,1/1/2015
2005,Brazil,Paraiba,Jun,0,1/1/2005
1998,Brazil,Rio,Mar,0,1/1/1998
2013,Brazil,Amazonas,Jan,37,1/1/2013
2001,Brazil,Piau,May,36,1/1/2001
2000,Brazil,Ceara,Feb,6,1/1/2000
2009,Brazil,Paraiba,Apr,1,1/1/2009
2017,Brazil,Amazonas,May,40,1/1/2017
2011,Brazil,Sao Paulo,Jun,210,1/1/2011
2000,Brazil,Sao Paulo,Aug,915,1/1/2000
2011,Brazil,Para,Jan,108,1/1/2011
2006,Brazil,Espirito Santo,Mar,14,1/1/2006
2013,Brazil,Acre,Aug,679,1/1/2013
2011,Brazil,Tocantins,Sep,4658,1/1/2011
2000,Brazil,Pernambuco,Nov,64,1/1/2000
2000,Brazil,Para,Feb,29,1/1/2000
2000,Brazil,Espirito Santo,Jun,9,1/1/2000
2001,Brazil,Distrito Federal,May,0,1/1/2001
2004,Brazil,Pernambuco,Jun,4,1/1/2004
2006,Brazil,Mato Grosso,Sep,12661,1/1/2006
2017,Brazil,Amapa,Jun,2,1/1/2017
2011,Brazil,Para,Sep,5185,1/1/2011
2007,Brazil,Tocantins,Jun,591,1/1/2007
2012,Brazil,Maranhao,Feb,46,1/1/2012
2011,Brazil,Alagoas,May,0,1/1/2011
2002,Brazil,Pernambuco,Jul,8,1/1/2002
2011,Brazil,Bahia,May,189,1/1/2011
2012,Brazil,Roraima,Nov,187,1/1/2012
1999,Brazil,Amapa,May,0,1/1/1999
2011,Brazil,Mato Grosso,Nov,1103,1/1/2011
2009,Brazil,Ceara,Dez,1987,1/1/2009
2014,Brazil,Piau,Jan,79,1/1/2014
2008,Brazil,Mato Grosso,Aug,2875,1/1/2008
2001,Brazil,Rio,May,4,1/1/2001
1998,Brazil,Minas Gerais,Dez,21,1/1/1998
2013,Brazil,Paraiba,Dez,78,1/1/2013
1998,Brazil,Roraima,Feb,0,1/1/1998
2014,Brazil,Distrito Federal,Feb,1,1/1/2014
2000,Brazil,Espirito Santo,Oct,88,1/1/2000
2017,Brazil,Alagoas,Jul,0,1/1/2017
2016,Brazil,Minas Gerais,Jan,61,1/1/2016
2009,Brazil,Sergipe,May,0,1/1/2009
2002,Brazil,Espirito Santo,Jun,18,1/1/2002
2001,Brazil,Mato Grosso,Sep,1383,1/1/2001
1998,Brazil,Mato Grosso,Jul,360,1/1/1998
2005,Brazil,Rondonia,Mar,17,1/1/2005
2014,Brazil,Acre,Nov,56,1/1/2014
2013,Brazil,Maranhao,Mar,30,1/1/2013
2013,Brazil,Rondonia,Sep,1776,1/1/2013
2016,Brazil,Piau,Apr,35,1/1/2016
2002,Brazil,Pernambuco,Oct,638,1/1/2002
2006,Brazil,Minas Gerais,Apr,50,1/1/2006
2016,Brazil,Alagoas,May,4,1/1/2016
2000,Brazil,Alagoas,Aug,4,1/1/2000
2007,Brazil,Sao Paulo,Jun,91,1/1/2007
2004,Brazil,Espirito Santo,Aug,12,1/1/2004
2014,Brazil,Espirito Santo,Apr,15,1/1/2014
2017,Brazil,Mato Grosso,Jul,105,1/1/2017
1999,Brazil,Rondonia,Oct,1884,1/1/1999
2005,Brazil,Amazonas,Feb,6,1/1/2005
1999,Brazil,Amapa,Oct,25,1/1/1999
2011,Brazil,Mato Grosso,Jun,974,1/1/2011
2015,Brazil,Pernambuco,Feb,55,1/1/2015
2001,Brazil,Para,Sep,6139,1/1/2001
2001,Brazil,Minas Gerais,Mar,13,1/1/2001
2014,Brazil,Rio,Apr,2,1/1/2014
2016,Brazil,Alagoas,Oct,74,1/1/2016
2001,Brazil,Alagoas,May,2,1/1/2001
2015,Brazil,Sergipe,Jul,0,1/1/2015
1998,Brazil,Paraiba,Jan,0,1/1/1998
2012,Brazil,Distrito Federal,May,0,1/1/2012
2005,Brazil,Espirito Santo,May,5,1/1/2005
2015,Brazil,Para,Jan,725,1/1/2015
2015,Brazil,Sao Paulo,Feb,69,1/1/2015
2014,Brazil,Minas Gerais,Jan,133,1/1/2014
1998,Brazil,Paraiba,Aug,42,1/1/1998
1998,Brazil,Tocantins,Mar,0,1/1/1998
2012,Brazil,Amazonas,Apr,3,1/1/2012
2013,Brazil,Rio,Aug,2,1/1/2013
1999,Brazil,Mato Grosso,Feb,28,1/1/1999
2003,Brazil,Pernambuco,Jun,2,1/1/2003
2004,Brazil,Paraiba,Dez,151,1/1/2004
2013,Brazil,Paraiba,Sep,476,1/1/2013
2002,Brazil,Rio,Apr,6,1/1/2002
2011,Brazil,Bahia,Nov,176,1/1/2011
2004,Brazil,Ceara,Mar,1,1/1/2004
2011,Brazil,Mato Grosso,Jun,104,1/1/2011
1998,Brazil,Rio,May,0,1/1/1998
2004,Brazil,Minas Gerais,Dez,125,1/1/2004
2001,Brazil,Para,Oct,5096,1/1/2001
2017,Brazil,Espirito Santo,Sep,58,1/1/2017
1998,Brazil,Ceara,May,0,1/1/1998
2005,Brazil,Goias,Sep,1341,1/1/2005
2013,Brazil,Pernambuco,Dez,141,1/1/2013
2004,Brazil,Rio,Aug,15,1/1/2004
2012,Brazil,Santa Catarina,Nov,72,1/1/2012
2011,Brazil,Santa Catarina,May,16,1/1/2011
2014,Brazil,Tocantins,Dez,223,1/1/2014
1999,Brazil,Rio,Nov,62,1/1/1999
2014,Brazil,Acre,Jul,60,1/1/2014
2002,Brazil,Sergipe,May,0,1/1/2002
2007,Brazil,Roraima,Jan,194,1/1/2007
2010,Brazil,Mato Grosso,Oct,4465,1/1/2010
2001,Brazil,Goias,May,85,1/1/2001
2009,Brazil,Paraiba,Jun,0,1/1/2009
2002,Brazil,Minas Gerais,Aug,2041,1/1/2002
2003,Brazil,Paraiba,Apr,130,1/1/2003
2008,Brazil,Mato Grosso,Dez,208,1/1/2008
2009,Brazil,Amazonas,Feb,3,1/1/2009
2011,Brazil,Santa Catarina,Jun,26,1/1/2011
2011,Brazil,Para,Nov,3043,1/1/2011
2007,Brazil,Mato Grosso,May,359,1/1/2007
1999,Brazil,Espirito Santo,Jan,33,1/1/1999
2005,Brazil,Acre,Aug,4198,1/1/2005
2004,Brazil,Amazonas,Oct,710,1/1/2004
2015,Brazil,Rio,Mar,108,1/1/2015
2007,Brazil,Ceara,Oct,964,1/1/2007
2005,Brazil,Rondonia,Feb,42,1/1/2005
2016,Brazil,Mato Grosso,Mar,1085,1/1/2016
2001,Brazil,Bahia,Aug,979,1/1/2001
2008,Brazil,Mato Grosso,Jun,24,1/1/2008
2000,Brazil,Amazonas,Jun,6,1/1/2000
2014,Brazil,Acre,Sep,2175,1/1/2014
2002,Brazil,Roraima,Nov,133,1/1/2002
2007,Brazil,Goias,Sep,3745,1/1/2007
2009,Brazil,Maranhao,Sep,2404,1/1/2009
2005,Brazil,Tocantins,Jul,1082,1/1/2005
2017,Brazil,Amapa,Aug,33,1/1/2017
2000,Brazil,Sergipe,Apr,1,1/1/2000
2002,Brazil,Mato Grosso,Jul,5661,1/1/2002
2002,Brazil,Espirito Santo,Sep,46,1/1/2002
2017,Brazil,Sao Paulo,Mar,103,1/1/2017
2000,Brazil,Alagoas,Sep,22,1/1/2000
1999,Brazil,Sergipe,Oct,0,1/1/1999
1998,Brazil,Espirito Santo,Jul,37,1/1/1998
2016,Brazil,Pernambuco,Jun,4,1/1/2016
2003,Brazil,Para,Jun,64,1/1/2003
2012,Brazil,Distrito Federal,Nov,0,1/1/2012
2008,Brazil,Minas Gerais,Feb,59,1/1/2008
2013,Brazil,Sao Paulo,Feb,100,1/1/2013
2010,Brazil,Rio,Mar,21,1/1/2010
2015,Brazil,Espirito Santo,Apr,33,1/1/2015
2000,Brazil,Espirito Santo,Feb,5,1/1/2000
2009,Brazil,Pernambuco,Nov,486,1/1/2009
2006,Brazil,Rio,Jun,19,1/1/2006
2011,Brazil,Rio,Oct,114,1/1/2011
2012,Brazil,Rio,Sep,41,1/1/2012
2017,Brazil,Alagoas,Nov,10,1/1/2017
2009,Brazil,Espirito Santo,Jan,4,1/1/2009
2013,Brazil,Paraiba,Jul,168,1/1/2013
2010,Brazil,Ceara,Sep,357,1/1/2010
2015,Brazil,Tocantins,Sep,551,1/1/2015
2007,Brazil,Mato Grosso,Feb,111,1/1/2007
2009,Brazil,Alagoas,Oct,30,1/1/2009
2017,Brazil,Ceara,Jun,23,1/1/2017
2002,Brazil,Santa Catarina,Feb,5,1/1/2002
2009,Brazil,Maranhao,Aug,1766,1/1/2009
2009,Brazil,Alagoas,Apr,5,1/1/2009
2008,Brazil,Espirito Santo,Aug,13,1/1/2008
2012,Brazil,Sergipe,Mar,71,1/1/2012
2004,Brazil,Rio,Jul,156,1/1/2004
2003,Brazil,Mato Grosso,Mar,137,1/1/2003
2014,Brazil,Mato Grosso,Jan,315,1/1/2014
2015,Brazil,Bahia,Nov,1705,1/1/2015
2002,Brazil,Espirito Santo,Dez,12,1/1/2002
2000,Brazil,Amapa,Dez,30,1/1/2000
2005,Brazil,Mato Grosso,Dez,246,1/1/2005
2005,Brazil,Santa Catarina,Apr,25,1/1/2005
2009,Brazil,Tocantins,Oct,718,1/1/2009
2013,Brazil,Bahia,Jan,125,1/1/2013
2008,Brazil,Mato Grosso,Jul,1117,1/1/2008
2015,Brazil,Amapa,Aug,40,1/1/2015
2004,Brazil,Paraiba,Apr,3,1/1/2004
2005,Brazil,Ceara,Feb,25,1/1/2005
2007,Brazil,Bahia,Apr,64,1/1/2007
2012,Brazil,Pernambuco,Dez,108,1/1/2012
2015,Brazil,Paraiba,Dez,122,1/1/2015
2009,Brazil,Roraima,Jun,16,1/1/2009
2001,Brazil,Minas Gerais,Dez,44,1/1/2001
2013,Brazil,Acre,Jul,54,1/1/2013
2009,Brazil,Goias,Oct,367,1/1/2009
2001,Brazil,Maranhao,Aug,2037,1/1/2001
1998,Brazil,Maranhao,Jun,78,1/1/1998
2004,Brazil,Santa Catarina,Mar,73,1/1/2004
2004,Brazil,Bahia,Apr,89,1/1/2004
2008,Brazil,Rio,Jan,42,1/1/2008
2008,Brazil,Rio,Jun,0,1/1/2008
1999,Brazil,Amapa,Jul,0,1/1/1999
2013,Brazil,Mato Grosso,Jan,174,1/1/2013
1998,Brazil,Tocantins,Sep,5149,1/1/1998
2007,Brazil,Rio,Aug,26,1/1/2007
2016,Brazil,Rondonia,Jan,93,1/1/2016
2009,Brazil,Amapa,Jun,1,1/1/2009
2014,Brazil,Rio,Sep,318,1/1/2014
2004,Brazil,Paraiba,Mar,3,1/1/2004
1999,Brazil,Sao Paulo,Jan,7,1/1/1999
2008,Brazil,Sao Paulo,Jan,34,1/1/2008
2000,Brazil,Sao Paulo,Feb,25,1/1/2000
2012,Brazil,Amapa,Oct,475,1/1/2012
2005,Brazil,Paraiba,Jul,155,1/1/2005
2006,Brazil,Roraima,Nov,26,1/1/2006
2007,Brazil,Maranhao,Nov,2297,1/1/2007
2014,Brazil,Rio,Feb,8,1/1/2014
2003,Brazil,Santa Catarina,Jul,43,1/1/2003
2008,Brazil,Paraiba,Jun,17,1/1/2008
2011,Brazil,Acre,Aug,425,1/1/2011
2015,Brazil,Rio,Feb,36,1/1/2015
2010,Brazil,Roraima,Aug,3,1/1/2010
2003,Brazil,Rondonia,Feb,10,1/1/2003
2012,Brazil,Rio,Jul,134,1/1/2012
2012,Brazil,Alagoas,Dez,59,1/1/2012
2005,Brazil,Rondonia,Jul,798,1/1/2005
2006,Brazil,Tocantins,Dez,15,1/1/2006
2007,Brazil,Bahia,Aug,3734,1/1/2007
2012,Brazil,Acre,Mar,1,1/1/2012
2017,Brazil,Amazonas,Jun,119,1/1/2017
1998,Brazil,Bahia,Jun,55,1/1/1998
2017,Brazil,Goias,Jun,442,1/1/2017
2017,Brazil,Rio,Jan,15,1/1/2017
1998,Brazil,Alagoas,Jul,0,1/1/1998
1999,Brazil,Mato Grosso,Dez,47,1/1/1999
2010,Brazil,Sergipe,Jan,29,1/1/2010
2007,Brazil,Paraiba,Sep,960,1/1/2007
2012,Brazil,Ceara,Jul,50,1/1/2012
2008,Brazil,Maranhao,May,26,1/1/2008
2017,Brazil,Rio,Sep,48,1/1/2017
2006,Brazil,Rondonia,Sep,992,1/1/2006
2000,Brazil,Acre,Nov,0,1/1/2000
2017,Brazil,Mato Grosso,Jul,279,1/1/2017
1998,Brazil,Rio,Apr,0,1/1/1998
2012,Brazil,Paraiba,Nov,130,1/1/2012
2009,Brazil,Rio,Oct,148,1/1/2009
2006,Brazil,Santa Catarina,Mar,48,1/1/2006
2002,Brazil,Distrito Federal,Aug,53,1/1/2002
2012,Brazil,Paraiba,Apr,13,1/1/2012
1999,Brazil,Amapa,Mar,2,1/1/1999
2001,Brazil,Tocantins,Jun,305,1/1/2001
2010,Brazil,Paraiba,Oct,150,1/1/2010
2005,Brazil,Para,Mar,21,1/1/2005
2000,Brazil,Alagoas,Apr,20,1/1/2000
2007,Brazil,Mato Grosso,Dez,15,1/1/2007
2006,Brazil,Acre,Apr,0,1/1/2006
2010,Brazil,Para,May,57,1/1/2010
2002,Brazil,Amazonas,Apr,2,1/1/2002
2010,Brazil,Santa Catarina,Aug,511,1/1/2010
2010,Brazil,Sao Paulo,Jan,45,1/1/2010
2001,Brazil,Sergipe,Nov,5,1/1/2001
2002,Brazil,Maranhao,Oct,5182,1/1/2002
2005,Brazil,Amapa,Nov,685,1/1/2005
2006,Brazil,Tocantins,Oct,1176,1/1/2006
2004,Brazil,Piau,Jan,42,1/1/2004
2017,Brazil,Paraiba,May,49,1/1/2017
2014,Brazil,Santa Catarina,Oct,122,1/1/2014
2007,Brazil,Distrito Federal,Mar,1,1/1/2007
2012,Brazil,Rio,Nov,69,1/1/2012
1999,Brazil,Mato Grosso,Sep,2969,1/1/1999
2010,Brazil,Acre,Aug,1682,1/1/2010
2004,Brazil,Alagoas,Jun,0,1/1/2004
2011,Brazil,Rio,Jul,45,1/1/2011
2015,Brazil,Amapa,Feb,1,1/1/2015
2007,Brazil,Piau,Dez,317,1/1/2007
2017,Brazil,Roraima,Aug,35,1/1/2017
2006,Brazil,Mato Grosso,Nov,1031,1/1/2006
2003,Brazil,Mato Grosso,May,74,1/1/2003
2000,Brazil,Rio,Mar,0,1/1/2000
2011,Brazil,Amazonas,Jan,53,1/1/2011
2016,Brazil,Espirito Santo,May,48,1/1/2016
2008,Brazil,Rondonia,Feb,7,1/1/2008
2007,Brazil,Ceara,Aug,182,1/1/2007
2010,Brazil,Acre,Dez,0,1/1/2010
2014,Brazil,Tocantins,Sep,352,1/1/2014
1998,Brazil,Santa Catarina,Jan,0,1/1/1998
1998,Brazil,Rondonia,Oct,483,1/1/1998
2014,Brazil,Maranhao,Sep,4373,1/1/2014
2007,Brazil,Amazonas,Feb,92,1/1/2007
1999,Brazil,Ceara,Dez,397,1/1/1999
2004,Brazil,Sergipe,Apr,13,1/1/2004
1998,Brazil,Paraiba,Feb,0,1/1/1998
1998,Brazil,Rio,Nov,41,1/1/1998
2014,Brazil,Sao Paulo,Apr,103,1/1/2014
2009,Brazil,Amazonas,Nov,973,1/1/2009
2009,Brazil,Espirito Santo,Sep,57,1/1/2009
1998,Brazil,Mato Grosso,Aug,15406,1/1/1998
2002,Brazil,Maranhao,Sep,3181,1/1/2002
2014,Brazil,Mato Grosso,Apr,129,1/1/2014
2015,Brazil,Distrito Federal,Feb,0,1/1/2015
2001,Brazil,Rio,Nov,49,1/1/2001
2010,Brazil,Piau,Jun,208,1/1/2010
1999,Brazil,Paraiba,Mar,40,1/1/1999
2011,Brazil,Ceara,Jun,5,1/1/2011
2011,Brazil,Mato Grosso,Dez,431,1/1/2011
2002,Brazil,Distrito Federal,Dez,1,1/1/2002
2001,Brazil,Mato Grosso,Jan,44,1/1/2001
2015,Brazil,Ceara,Oct,658,1/1/2015
2008,Brazil,Goias,Nov,90,1/1/2008
2003,Brazil,Paraiba,Mar,0,1/1/2003
2007,Brazil,Bahia,May,161,1/1/2007
2013,Brazil,Rio,Nov,28,1/1/2013
2001,Brazil,Amapa,Jan,0,1/1/2001
2006,Brazil,Distrito Federal,Jan,0,1/1/2006
2017,Brazil,Tocantins,Jun,132,1/1/2017
2007,Brazil,Pernambuco,Oct,702,1/1/2007
2002,Brazil,Bahia,Jun,118,1/1/2002
2006,Brazil,Bahia,May,43,1/1/2006
1999,Brazil,Acre,Dez,0,1/1/1999
2011,Brazil,Amapa,Feb,3,1/1/2011
2004,Brazil,Minas Gerais,Aug,1642,1/1/2004
2007,Brazil,Tocantins,May,250,1/1/2007
2015,Brazil,Alagoas,Jan,81,1/1/2015
2015,Brazil,Distrito Federal,Sep,76,1/1/2015
2002,Brazil,Acre,Aug,728,1/1/2002
2004,Brazil,Tocantins,Sep,5308,1/1/2004
1999,Brazil,Rio,Mar,9,1/1/1999
2001,Brazil,Pernambuco,Sep,298,1/1/2001
2011,Brazil,Rio,Nov,144,1/1/2011
2014,Brazil,Piau,Jun,373,1/1/2014
2012,Brazil,Espirito Santo,Apr,74,1/1/2012
1999,Brazil,Tocantins,Sep,3415,1/1/1999
2006,Brazil,Paraiba,Aug,3,1/1/2006
2009,Brazil,Pernambuco,Jan,256,1/1/2009
2006,Brazil,Amazonas,Jun,9,1/1/2006
2010,Brazil,Amazonas,Dez,123,1/1/2010
2012,Brazil,Sergipe,Oct,1,1/1/2012
2005,Brazil,Sao Paulo,Jul,284,1/1/2005
2001,Brazil,Sao Paulo,Jan,26,1/1/2001
2007,Brazil,Pernambuco,Nov,359,1/1/2007
1999,Brazil,Goias,Aug,1198,1/1/1999
2006,Brazil,Sao Paulo,Nov,43,1/1/2006
2017,Brazil,Santa Catarina,Sep,626,1/1/2017
1999,Brazil,Goias,Oct,743,1/1/1999
2008,Brazil,Tocantins,Sep,239,1/1/2008
2007,Brazil,Bahia,Jun,270,1/1/2007
2004,Brazil,Alagoas,Oct,12,1/1/2004
2012,Brazil,Rondonia,Jul,205,1/1/2012
2008,Brazil,Mato Grosso,Sep,7965,1/1/2008
2003,Brazil,Sao Paulo,Nov,155,1/1/2003
2009,Brazil,Mato Grosso,Jan,527,1/1/2009
2011,Brazil,Paraiba,Feb,5,1/1/2011
2013,Brazil,Mato Grosso,Jun,35,1/1/2013
2005,Brazil,Acre,Feb,0,1/1/2005
2000,Brazil,Piau,Mar,14,1/1/2000
2015,Brazil,Goias,Jul,347,1/1/2015
2003,Brazil,Espirito Santo,Dez,18,1/1/2003
2015,Brazil,Paraiba,Dez,30,1/1/2015
2013,Brazil,Espirito Santo,Dez,9,1/1/2013
2010,Brazil,Espirito Santo,May,3,1/1/2010
1999,Brazil,Pernambuco,Jan,102,1/1/1999
2010,Brazil,Pernambuco,May,8,1/1/2010
2003,Brazil,Bahia,Apr,376,1/1/2003
2005,Brazil,Pernambuco,Apr,1,1/1/2005
